"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","protein_id","gene_name","TM_count","TM","prot.int.t20","prot.int.only","S07","S08","S09","S10","S11","S12","tm.int","mean.int.tpm","mean.nint.tpm","hid.ant"
"WBGene00222855",1361.33927613322,5.73506172732299,0.296308104140183,19.355062001982,1.84772107629046e-83,1.07510970624729e-80,"yes","Bm2594","Bm2594","11","yes","no","no",656.242416976679,13.2764940475245,498.106239193195,16.6402627783548,399.995314891273,13.0131033437061,"yes",518.114657020382,14.3099533898618,"yes"
"WBGene00227898",4402.91826514667,5.75052054798958,0.298981291131844,19.2337136755949,1.93279200514766e-82,1.04963491159552e-79,"yes","Bm7637a","Bm7637a","0","no","no","no",6397.77628279127,116.087697607037,9812.21276593726,279.332585500983,6382.9544076832,263.917085219559,"no",7530.98115213724,219.779122775859,"no"
"WBGene00228931",1929.34787890971,-8.97939973696351,0.466938666150224,-19.2303623321583,2.06182618004518e-82,1.0497272539155e-79,"yes","Bm8670","Bm8670","0","no","no","no",6.32528710304222,4031.06840956326,12.8919921560926,15613.5809260642,14.3810950168923,10367.4266433005,"no",11.199458092009,10004.0253263093,"no"
"WBGene00224048",8141.47823035538,6.12544398879941,0.321208941872151,19.0699672091865,4.48586193276552e-81,2.1495194884887e-78,"yes","Bm3787a","nhr-8","0","no","no","no",4654.49639606508,83.383590419594,9965.82091247426,204.011938332674,7143.51891358809,189.857807798699,"no",7254.61207404248,159.084445516989,"no"
"WBGene00224604",1778.15117525759,-6.54732418052854,0.348426479846327,-18.791121109441,8.92733581462522e-79,4.04011541921873e-76,"yes","Bm4343a","pat-10","0","no","no","no",49.6312845225541,3100.43059934192,31.8178771321604,5540.49572671343,38.622673746797,9174.37526732677,"no",40.0239451338372,5938.43386446071,"no"
"WBGene00269212",2833.63517982546,5.80974029874589,0.313004098710341,18.5612275452096,6.61751632426622e-77,2.83717305144593e-74,"yes","Bm18072","Bm18072","3","yes","no","no",1280.85067954143,18.641241043247,2145.45094157305,61.5918955485134,1235.2089426233,55.7426818532433,"yes",1553.83685457926,45.3252728150012,"yes"
"WBGene00223753",841.851969947269,5.87109515323012,0.319801329894262,18.3585701634553,2.81933080780885e-75,1.14831343802054e-72,"yes","Bm3492a","Bm3492a","2","yes","yes","no",1196.36113194283,23.0336083154354,1161.86132330704,39.5074794982892,1305.33251266838,33.9084177622189,"yes",1221.18498930609,32.1498351919812,"yes"
"WBGene00228071",19628.61087264,6.01847072033022,0.332602640974848,18.0950779665798,3.48450524004449e-73,1.35165617549535e-70,"yes","Bm7810","Bm7810","1","yes","no","no",32502.6623453253,492.218207549177,53787.9138734038,1100.37220824825,36688.6283783541,1450.7195383357,"yes",40993.0681990277,1014.43665137771,"yes"
"WBGene00222536",547.619027457486,6.58091749247245,0.368251482909086,17.8707155243069,1.99420028163837e-71,7.38397977010279e-69,"yes","Bm2275a","Bm2275a","0","no","no","no",874.056536211076,7.91926051027548,1125.79174432454,28.0373924115174,876.67704654492,13.8763395717548,"no",958.841775693511,16.6109974978492,"no"
"WBGene00233649",1892.54025233125,5.27839543622456,0.295622302423203,17.8552003450274,2.63334080985978e-71,9.32660619005122e-69,"yes","Bm13388a","Bm13388a","1","yes","no","no",13871.9333938109,270.986607866575,5623.81087198626,266.163721696979,7233.85413982338,447.141563135267,"yes",8909.86613520684,328.097297566273,"yes"
"WBGene00225499",701.725346472728,5.23417035529133,0.297649078604387,17.585037991158,3.20766416139715e-69,1.08873467744755e-66,"yes","Bm5238","cdh-7","1","yes","no","no",243.686226092539,5.65393541632059,194.043994871779,11.6020179805342,227.655681971512,10.1373712998651,"yes",221.79530097861,9.13110823223997,"yes"
"WBGene00227793",1599.30198726749,4.9874532228136,0.286766927565419,17.3920098288734,9.48490927485028e-68,3.09056283811722e-65,"yes","Bm7532","lron-2","1","yes","no","no",1916.5055858247,66.483591592991,1640.92760339552,106.603171458109,1905.84388348854,89.998650472067,"yes",1821.09235756959,87.6951378410557,"yes"
"WBGene00223796",1481.63104112601,6.08308312923253,0.352467200216181,17.2585793103629,9.64549556322146e-67,3.022007956077e-64,"yes","Bm3535","Bm3535","1","yes","no","no",949.096036731856,8.46862429816421,557.095674540818,27.5388080066972,1168.51103208493,27.5099268357444,"yes",891.5675811192,21.1724530468686,"yes"
"WBGene00226032",3076.29225223463,-8.99009750134599,0.524095478074297,-17.1535490715902,5.91284249470931e-66,1.78392648007045e-63,"yes","Bm5771","cav-1","3","yes","no","no",11.1035741935423,4744.65042022618,33.2479783610776,16627.9060905197,3.58877687557349,10605.6142500598,"no",15.9801098100644,10659.3902536019,"no"
"WBGene00230955",2027.44835399384,-6.08805852768435,0.357164598510536,-17.0455262169684,3.77332766684964e-65,1.09776882764847e-62,"yes","Bm10694","Bm10694","1","yes","no","no",24.1603875914559,2128.39553904737,25.5519417172754,2314.25576150213,16.3022711771554,2134.38801138535,"no",22.0048668286289,2192.34643731162,"no"
"WBGene00224377",1157.98527721016,-6.84108774786963,0.417257176809169,-16.3953746708073,2.06364435206184e-60,5.79670582479164e-58,"yes","Bm4116","Bm4116","1","yes","no","no",9.1319503956058,568.758100220242,2.14358892167215,864.158216178606,5.43213673041915,1314.63676461876,"no",5.56922534923237,915.851027005869,"no"
"WBGene00225617",1053.06474642646,5.60415447186188,0.345341341448058,16.2278702235967,3.20384311435077e-59,8.69950200316713e-57,"yes","Bm5356","Bm5356","3","yes","no","no",661.077493042138,14.31628050742,1268.25201220496,35.8477527523586,692.624684213786,33.150270519392,"yes",873.984729820294,27.7714345930568,"yes"
"WBGene00222423",920.324459229589,-5.92083737436135,0.373583276924496,-15.8487751997475,1.43347516677346e-56,3.76680280920536e-54,"yes","Bm2162a","rop-1","0","no","no","no",11.0722140967605,862.066179790496,10.4668178718214,924.036568978096,13.3291250786405,1365.2850359214,"no",11.6227190157408,1050.46259489666,"no"
"WBGene00228986",4159.38400735384,-10.335897341448,0.653024664778413,-15.8277288729289,2.00322253414526e-56,5.09945336348352e-54,"yes","Bm8725","Bm8725","1","yes","no","no",5.97522848550791,18233.9153678224,41.0361728592229,30380.6671534778,7.58816211743481,38172.6900171627,"no",18.1998544873885,28929.0908461543,"no"
"WBGene00229409",788.564991787487,-7.78737750462858,0.498534304960073,-15.6205449196766,5.27528532292503e-55,1.30219618910749e-52,"yes","Bm9148","Bm9148","1","yes","no","no",2.22017036544944,638.754147114069,2.92162419318717,888.497147055768,2.49228164508085,939.870706669911,"no",2.54469206790582,822.374000279916,"no"
"WBGene00222027",1275.71693203762,4.17130640032015,0.270477780385433,15.4219928689743,1.16454530187761e-53,2.79011353796911e-51,"yes","Bm1766a","hpo-28","1","yes","no","no",942.952702461862,50.3028746431217,804.016909085251,82.5183880532379,1133.76578534911,119.351990555042,"yes",960.24513229874,84.0577510838005,"yes"
"WBGene00226980",1137.75065733374,-6.58841740161304,0.42815542832376,-15.3879104777601,1.97301428785632e-53,4.59204982539359e-51,"yes","Bm6719a","slo-1","8","yes","no","no",3.81159807396717,350.958451119927,3.10782136837377,337.4572463003,3.08371185503027,897.411018125007,"no",3.33437709912374,528.608905181745,"no"
"WBGene00228202",3495.94869991877,6.21128331172619,0.405044351397329,15.3348226936097,4.47492962293502e-53,1.01257713078969e-50,"yes","Bm7941a","Bm7941a","1","yes","no","no",6861.8412820348,111.889149259579,7423.83126131635,99.3924669003852,3238.71607314277,115.8488819993,"yes",5841.46287216464,109.043499386421,"yes"
"WBGene00269266",3695.98328104688,5.19903505438577,0.342063854489772,15.1990190899905,3.58955774564854e-52,7.90284794487918e-50,"yes","Bm18126","lect-2","1","yes","no","no",2631.55662632585,83.0923801582262,7223.56009142286,251.455623298894,2622.33624700932,158.033060203384,"yes",4159.15098825267,164.193687886835,"yes"
"WBGene00220939",2798.33853193202,-9.7970045450634,0.645170227398549,-15.1851466930934,4.43569802994321e-52,9.50873582945195e-50,"yes","Bm678a","Bm678a","0","no","no","no",6.00326661258922,12026.9395466835,42.7908241866151,28892.9511240272,2.06594098908445,6745.43138436405,"no",16.9533439294296,15888.4406850249,"no"
"WBGene00225004",511.366847647082,5.34171636443494,0.351817118766226,15.183219006419,4.56802624158138e-52,9.54131840100563e-50,"yes","Bm4743","Bm4743","0","no","no","no",302.362002123381,6.11752650802775,224.555984812087,16.226851965986,585.061659109299,20.215097214555,"no",370.659882014922,14.1864918961896,"no"
"WBGene00230923",1684.45698157883,-8.22659048793791,0.54375709098362,-15.1291645191358,1.04007455770325e-51,2.11811183676266e-49,"yes","Bm10662","Bm10662","1","yes","no","no",22.2420534039688,7201.55589328433,34.2624231865248,8436.54937478923,5.73543828469263,9363.65222183639,"no",20.7466382917287,8333.91916330332,"no"
"WBGene00226643",555.208173166111,-5.58538401239711,0.372413537201987,-14.9978007092899,7.5892621585894e-51,1.50785681814315e-48,"yes","Bm6382","unc-71","2","yes","no","no",7.99571004867954,250.803913011961,2.97620503808467,301.366809697435,5.19242964999769,551.842739441673,"no",5.38811491225397,368.00448738369,"no"
"WBGene00227659",314.825563247921,6.18189785849789,0.417117253538321,14.8205278157595,1.0793300817306e-49,2.09338639185179e-47,"yes","Bm7398","Bm7398","0","no","no","no",407.669128478838,5.15985244186853,268.564008077961,10.0437093529771,314.431123383046,5.17313011212594,"no",330.221419979948,6.7922306356572,"no"
"WBGene00229430",9237.06303391055,5.15168799292387,0.347956781530434,14.805539843957,1.34899608917368e-49,2.55556328893228e-47,"yes","Bm9169","Bm9169","1","yes","no","no",9567.59402603471,400.676783038883,13330.8965090324,533.492559139635,15912.1139647923,704.889169108852,"yes",12936.8681666198,546.35283709579,"yes"
"WBGene00225426",838.942282698866,-8.73207311023606,0.594538155020994,-14.6871534425368,7.79189134677261e-49,1.44256242979113e-46,"yes","Bm5165","acr-12","4","yes","no","no",2.37056097696856,1135.31863486799,2.88145802042054,1728.09760469657,1.37385985367159,1498.93900781704,"no",2.2086262836869,1454.11841579387,"no"
"WBGene00222856",680.001157191753,-5.70022256380141,0.388742110490284,-14.663249516787,1.10838891605883e-48,2.0064302467145e-46,"yes","Bm2595a","noah-1","2","yes","no","no",9.20904186557898,428.786193974866,4.27665728763102,698.570982285385,3.81726864549879,239.841351721181,"no",5.76765593290293,455.732842660477,"no"
"WBGene00226904",570.705260157711,-7.43211531954072,0.507213608112572,-14.6528310768256,1.29217357949288e-48,2.28827086490196e-46,"yes","Bm6643","Bm6643","0","no","no","no",6.56808118429334,1234.16002517321,9.24352878618283,2322.92019826127,11.3360987148447,4032.45494459604,"no",9.04923622844028,2529.84505601018,"no"
"WBGene00234944",1320.84465584576,5.19482312797243,0.355391700163814,14.6171762750169,2.18266789872826e-48,3.78298142617881e-46,"yes","Bm14759","fshr-1","7","yes","no","no",1419.63357189609,35.4781032378505,1298.87377680425,46.523613402272,688.918828302267,52.2513170365087,"yes",1135.80872566753,44.7510112255437,"yes"
"WBGene00223478",333.827315451772,5.14903378983883,0.352654308403397,14.6007964943077,2.77583297262092e-48,4.71081987395209e-46,"yes","Bm3217","pes-7","0","no","no","no",76.6324312768668,1.52783188245736,64.1110407585138,4.3906221338326,117.806959712419,6.1851022956389,"no",86.1834772492664,4.03451877064295,"no"
"WBGene00220620",427.6489650587,5.50049284584297,0.37808363642439,14.5483494019,5.98292915575803e-48,9.94631446996018e-46,"yes","Bm359","Bm359","0","no","no","no",1991.25597973862,27.1301598692876,414.304593021174,27.4719515654622,2327.47520557883,93.0717480806972,"no",1577.67859277954,49.2246198384823,"no"
"WBGene00225683",376.552934799531,5.6152352895596,0.38717103285294,14.5032422704321,1.15559887622139e-47,1.88270168913989e-45,"yes","Bm5422","Bm5422","10","yes","no","no",558.280907458354,15.3899224266909,759.326779053889,24.4950466609706,556.909816143445,18.1491803319907,"yes",624.839167551896,19.3447164732174,"yes"
"WBGene00227313",458.885428721285,-5.43228688099853,0.374633487459906,-14.5002704318575,1.20673530903329e-47,1.92746388772258e-45,"yes","Bm7052","pghm-1","1","yes","no","no",23.2151588439082,686.682328583148,8.17689338724664,924.973783085468,10.3788568535304,806.039500246118,"no",13.9236363615617,805.898537304912,"no"
"WBGene00269124",557.585658410861,5.41340927924343,0.37372539281583,14.4849918772074,1.50740480534095e-47,2.36140760467449e-45,"yes","Bm17982","Bm17982","0","no","no","no",1414.52241428283,39.4771005675417,1530.32015969673,45.9621989506682,1090.34655951175,56.6252047439021,"no",1345.0630444971,47.3548347540373,"no"
"WBGene00228220",669.373446390243,4.30722806576111,0.297398243195601,14.483031303343,1.55103209228332e-47,2.38390706108301e-45,"yes","Bm7959","Bm7959","5","yes","no","no",665.257255081488,35.7766183284749,553.486099950993,54.6872049715483,756.962470775141,60.8185609367824,"yes",658.568608602541,50.4274614122685,"yes"
"WBGene00221631",851.773093899034,6.78147289407806,0.473106728408417,14.3339176698917,1.34324347847151e-46,2.0263076621535e-44,"yes","Bm1370","Bm1370","1","yes","no","no",3453.94350024509,27.8554440094857,1518.2211885282,62.3601662002827,4599.74825190845,31.8532938989632,"yes",3190.63764689391,40.6896347029106,"yes"
"WBGene00229187",747.531620324623,-4.88297719195828,0.341142291388286,-14.313608471371,1.79929642758659e-46,2.66492158165825e-44,"yes","Bm8926","Bm8926","0","no","no","no",46.9351606539313,904.035773762401,31.2973988392484,2155.48586060048,59.7994963402546,3945.77327360074,"no",46.0106852778115,2335.09830265454,"no"
"WBGene00222826",1199.03418947831,-5.24000602427719,0.37058377903019,-14.1398688253171,2.15686050918612e-45,3.13746173354109e-43,"yes","Bm2565a","Bm2565a","1","yes","no","no",53.1902856475662,1985.03535620509,79.0096808268925,3707.9693906027,30.8741789108755,3123.59588840228,"no",54.3580484617781,2938.86687840336,"no"
"WBGene00226899",433.485231684965,-5.17898500221599,0.370556746701814,-13.9762264438907,2.17730237955399e-44,3.11163248839418e-42,"yes","Bm6638","efhd-1","0","no","no","no",6.591462719405,287.911746430458,4.21816849091144,326.910997826466,8.1735451344173,436.896290493789,"no",6.32772544824458,350.573011583571,"no"
"WBGene00230687",1145.17401410071,4.14142138542795,0.297893964827764,13.9023339657869,6.13090548711679e-44,8.61075105138851e-42,"yes","Bm10426a","Bm10426a","0","no","no","no",1973.94982247402,126.333708471945,1939.52272611879,180.821113872469,2119.3917169892,216.415833331282,"no",2010.954755194,174.523551891899,"no"
"WBGene00268352",356.380229646592,6.03853377838624,0.43557376194782,13.8634011180628,1.05551936713986e-43,1.45733233300362e-41,"yes","Bm17209","Bm17209","0","no","no","no",718.269998884739,9.9164187721135,1090.43270520493,20.5657111785703,733.84284737687,32.9106031660587,"no",847.51518382218,21.1309110389142,"no"
"WBGene00235056",434.682639855725,4.99499158599529,0.360658401516828,13.8496471037074,1.27838593063905e-43,1.73562196516429e-41,"yes","Bm14721a","Bm14721a","0","no","no","no",878.525553521722,17.8224698403336,410.394851306803,24.6485219712659,516.114144527661,43.572537490244,"no",601.678183118729,28.6811764339478,"no"
"WBGene00224749",686.461545745757,5.19029329738173,0.378064756531632,13.728582756556,6.84595682006986e-43,9.14215807480149e-41,"yes","Bm4488","ndg-4","11","yes","no","no",248.057749000902,9.82947000865365,548.192085011839,19.7711222285136,336.102313399636,16.7218275999239,"yes",377.450715804126,15.4408066123637,"yes"
"WBGene00231288",388.70762023338,6.01547080993512,0.438328108754247,13.7236711262516,7.32600262821032e-43,9.62542216280666e-41,"yes","Bm11027","Bm11027","0","no","no","no",241.466024091585,6.06797417895736,334.718358394401,7.20030509050172,193.003992628996,4.19859381700516,"no",256.396125038327,5.82229102882141,"no"
"WBGene00226585",405.742069762398,-5.63641588084811,0.410884065361776,-13.7177767550692,7.94648912723364e-43,1.02749365762611e-40,"yes","Bm6324","emb-9","1","yes","no","no",3.41908087473114,192.436882258928,4.21537126982763,303.934728744377,4.11226402166984,443.352994368816,"no",3.91557205540954,313.24153512404,"no"
"WBGene00231024",324.625770948966,4.5380425717433,0.331686759955133,13.6817115412058,1.3058243610442e-42,1.66206956954158e-40,"yes","Bm10763","Bm10763","1","yes","no","no",559.619049267711,22.4284615222221,1026.48602308973,102.275805497606,697.83543798041,47.1414626412329,"yes",761.313503445949,57.2819098870203,"yes"
"WBGene00231182",9821.26786522623,-4.97778107966799,0.367528096807221,-13.5439470421739,8.60387798861697e-42,1.07826446300421e-39,"yes","Bm10921","tdp-1.1","0","no","no","no",654.545189556304,28260.9448613756,1002.82340161149,36982.601578189,768.193335656805,49050.9026881599,"no",808.520642274867,38098.1497092415,"no"
"WBGene00230801",449.329170828448,5.13255203306791,0.379641488905972,13.5194708245892,1.20036125428537e-41,1.48153678445585e-39,"yes","Bm10540a","Bm10540a","4","yes","no","no",858.289826229101,30.3670004365705,1554.58900128161,58.7409228551879,920.456841113253,52.5323634007473,"yes",1111.11188954132,47.2134288975019,"yes"
"WBGene00226825",964.645458855836,4.71990267664057,0.351661158736601,13.4217344150192,4.51032225057757e-41,5.48374403779177e-39,"yes","Bm6564","qui-1","0","no","no","no",386.558093364782,18.7725238719807,258.224292166314,22.2440418507551,482.916022694374,20.1007585827276,"no",375.89946940849,20.3724414351545,"no"
"WBGene00222243",735.188453854062,4.00291244574528,0.300370532615954,13.3265817085437,1.62159158710124e-40,1.94257133360686e-38,"yes","Bm1982","nas-4","1","yes","no","no",930.201298015095,43.5068317004524,700.057578442631,84.3144294378402,511.27384219795,71.3312728027833,"yes",713.844239551892,66.3841779803586,"yes"
"WBGene00226064",1067.09445460304,4.58965076295798,0.345501566669877,13.2840230138329,2.86574371347143e-40,3.38323888259974e-38,"yes","Bm5803","hpo-8","3","yes","no","no",1449.21747771621,62.9421347818825,2008.2917439668,109.575989227334,1256.85226684829,124.455248618536,"yes",1571.45382951043,98.9911242092508,"yes"
"WBGene00224456",571.018855446789,4.86705256017186,0.368714756884346,13.2000481925341,8.7678943465173e-40,1.02033239066757e-37,"yes","Bm4195","Bm4195","1","yes","no","no",3221.05126824697,102.100072333981,1990.07364863011,87.7950523375068,2284.0828014207,204.050127211711,"yes",2498.40257276593,131.315083961066,"yes"
"WBGene00220745",639.09794160162,-3.83441469247157,0.291958048792188,-13.1334440284633,2.11800262529636e-39,2.43003512474143e-37,"yes","Bm484","Bm484","0","no","no","no",90.7335225382497,1175.25735707971,90.3949486065867,2522.46843548586,66.8290939940515,1837.39671660923,"no",82.6525217129626,1845.0408363916,"no"
"WBGene00225927",546.164876754601,3.94608799477244,0.300501080264045,13.131693208241,2.16755123950506e-39,2.45234338847337e-37,"yes","Bm5666","mec-1","1","yes","no","no",369.715702971224,21.9770769283473,181.368902185109,28.7814147296731,337.908338129363,32.3283725696803,"yes",296.330981095232,27.6956214092335,"yes"
"WBGene00227923",247.458112240681,6.68986900635485,0.510689280773477,13.0996855783277,3.30624474790052e-39,3.68940681046543e-37,"yes","Bm7662","Bm7662","1","yes","no","no",191.571385778517,2.17034215188143,68.163072020088,1.75316540786298,233.501284605385,2.47588132222036,"yes",164.411914134663,2.13312962732159,"yes"
"WBGene00235135",753.560245016785,5.3494581332139,0.409395653215815,13.0667194221378,5.10186950078713e-39,5.61619310181243e-37,"yes","Bm14825","Bm14825","7","yes","no","no",1027.23793887568,32.4411037938844,784.142915861756,53.3613160167256,1123.93281909288,24.0516782114427,"yes",978.437891276772,36.6180326740176,"yes"
"WBGene00223095",382.625337964957,-6.88004967477383,0.529873267040546,-12.9843305989003,1.50145160019919e-38,1.63077663136302e-36,"yes","Bm2834a","cho-1","12","yes","no","no",3.56920587645703,260.252722749782,0.98474788892943,287.956986926712,1.38523286765197,445.226071577502,"no",1.97972887767947,331.145260417999,"no"
"WBGene00227681",481.109537087034,4.03970351608054,0.313095565807963,12.9024616035549,4.35945492991795e-38,4.67264734988311e-36,"yes","Bm7420","slc-17.1","10","yes","no","no",433.048140961666,26.7398070642997,591.681932068564,85.1200926995941,701.869449223282,61.2364758270452,"yes",575.533174084504,57.6987918636463,"no"
"WBGene00233153",3561.0379103721,-7.60276182909032,0.591151128284104,-12.8609444612892,7.46588340682275e-38,7.89832288726989e-36,"yes","Bm12892a","Bm12892a","0","no","no","no",3.56310547333541,1858.04370998343,20.7906857726718,2186.42759694016,6.18349222928267,2660.62453727361,"no",10.1790944917633,2235.03194806573,"no"
"WBGene00224275",500.238663758691,-6.46553922912065,0.503381522360737,-12.8442124748617,9.26903677486357e-38,9.68020173949214e-36,"yes","Bm4014","Bm4014","1","yes","no","no",2.62308099919912,238.256037028991,6.73496079474625,752.287025053682,0.281704224709971,143.134074732905,"no",3.21324867288511,377.892378938526,"no"
"WBGene00226625",1329.22142206494,4.37442611837408,0.341280287886207,12.8176934726234,1.30525818752451e-37,1.34590293614869e-35,"yes","Bm6364a","npr-23","7","yes","no","no",1587.2040390474,96.4143856607394,2904.31387058081,187.304263724389,1807.95911372464,169.619999937618,"yes",2099.82567445095,151.112883107582,"yes"
"WBGene00228897",735.523432152726,-8.61789679770642,0.6727706895204,-12.8095604222144,1.44953374948798e-37,1.47598774041614e-35,"yes","Bm8636","Bm8636","1","yes","no","no",0.70307739473858,724.528035557103,2.28759200283683,781.385173766428,0.773114592288803,630.60938867969,"no",1.25459466328807,712.174199334407,"no"
"WBGene00224213",1186.89148382011,3.74951313100217,0.293017226269808,12.7962208186001,1.72126075289057e-37,1.73103581395637e-35,"yes","Bm3952a","Bm3952a","0","no","no","no",1741.73794197068,100.234969095198,1395.35604789595,188.251701461745,1420.42902237515,247.962058612941,"no",1519.17433741393,178.816243056628,"no"
"WBGene00222327",5344.61351079891,3.96159539317753,0.310921626646207,12.7414597559834,3.4782520096605e-37,3.45534644764566e-35,"yes","Bm2066a","nrf-6","11","yes","no","no",3045.84921967934,242.037160143583,3847.59182078482,524.977820937061,4199.70146812523,338.760551308011,"yes",3697.7141695298,368.591844129552,"yes"
"WBGene00223874",1204.78217494816,5.22288380936803,0.410004499553714,12.738601198409,3.60805799064715e-37,3.54111330021827e-35,"yes","Bm3613a","che-7","6","yes","no","no",460.497884787274,22.9589144046721,734.237147700195,28.6451982879609,682.356671475415,23.1631101018526,"yes",625.697234654295,24.9224075981619,"yes"
"WBGene00220890",309.00700834836,4.7528318768898,0.37323900712009,12.734017040616,3.82634694216011e-37,3.71064549890908e-35,"yes","Bm629a","Bm629a","0","no","no","no",375.883211388094,18.4266186677836,411.704553948175,23.9008105842948,319.915742944476,20.0249828213181,"no",369.167836093582,20.7841373577988,"no"
"WBGene00224439",1115.36228417279,4.46655175295617,0.351282413389086,12.7149882337234,4.88183010161104e-37,4.67851623620277e-35,"yes","Bm4178","acbp-3","0","no","yes","no",3907.15922413775,251.55873201159,3488.20997516809,226.45951132081,3776.34136219693,268.983597154989,"no",3723.90352050093,249.000613495796,"no"
"WBGene00223098",496.956276681188,-6.87988400684891,0.542735490565421,-12.6763112537222,8.00094258932719e-37,7.57856724798364e-35,"yes","Bm2837a","Bm2837a","2","yes","no","no",0.512187472712765,209.521853717037,2.92109553924388,411.974376090818,3.20428788706683,552.537805719928,"no",2.21252363300782,391.344678509261,"no"
"WBGene00227129",352.122647382473,-4.41366786131194,0.348987956461788,-12.6470492164253,1.16155999532053e-36,1.08759399102081e-34,"yes","Bm6868a","ntl-3","0","no","no","no",9.68275040659423,157.428994432003,4.33087252248016,192.51789885969,5.80302065341117,250.646842133635,"no",6.60554786082852,200.197911808443,"no"
